anio,reg,satisfaccion,anomalia
2023,Islas Baleares,,0
2021,Castellón,4.0,0
2019,La Coruña,7.0,0
2021,Ávila,,0
2024,Huelva,,0
2024,Pontevedra,7.0,0
2025,Valencia,1.0,0
2022,Badajoz,10.0,0
2022,Islas Baleares,10.0,0
2025,Zaragoza,6.0,0
2023,Segovia,10.0,0
2020,Cádiz,6.0,0
2026,La Coruña,4.0,0
2019,Jaén,1.0,0
2020,Lleida,2.0,0
2020,Las Palmas,9.0,0
2026,Lleida,4.0,0
2019,Álava,1.0,0
2023,Cádiz,,0
2024,Pontevedra,7.0,0
2019,Badajoz,1.0,0
2023,Segovia,3.0,0
2019,Castellón,7.0,0
2024,Málaga,2.0,0
2025,Málaga,5.0,0
2020,Murcia,1.0,0
2020,Huesca,7.0,0
2019,Granada,1.0,0
2026,Santa Cruz de Tenerife,3.0,0
2025,Barcelona,3.0,0
2020,Guadalajara,9.0,0
2024,Zamora,5.0,0
2026,Huelva,10.0,0
2021,La Coruña,1.0,0
2025,Albacete,8.0,0
2021,Palencia,10.0,0
2022,Málaga,6.0,0
2025,Albacete,3.0,0
2026,Ceuta,4.0,0
2019,Guipúzcoa,8.0,0
2023,Guadalajara,9.0,0
2021,Salamanca,,0
2023,Málaga,6.0,0
2022,Cantabria,4.0,0
2023,Cantabria,7.0,0
2022,Valencia,3.0,0
2022,León,2.0,0
2026,Soria,10.0,0
2025,Orense,6.0,0
2021,Girona,2.0,0
2021,Salamanca,6.0,0
2025,Vizcaya,6.0,0
2023,Badajoz,6.0,0
2025,Santa Cruz de Tenerife,4.0,0
2024,Tarragona,4.0,0
2024,Navarra,6.0,0
2024,La Coruña,6.0,0
2019,Salamanca,,0
2025,Segovia,5.0,0
2022,Cáceres,10.0,0
2025,Cádiz,2.0,0
2019,Córdoba,9.0,0
2022,Lugo,10.0,0
2019,Pontevedra,8.0,0
2023,Cantabria,9.0,0
2019,Zamora,,0
2026,Vizcaya,5.0,0
2026,Teruel,8.0,0
2020,La Coruña,9.0,0
2021,Salamanca,4.0,0
2021,Santa Cruz de Tenerife,6.0,0
2023,Guipúzcoa,8.0,0
2026,Badajoz,4.0,0
2026,Valladolid,4.0,0
2020,Murcia,2.0,0
2024,Castellón,,0
2019,Cuenca,10.0,0
2024,Madrid,,0
2020,Toledo,2.0,0
2021,Madrid,,0
2025,Girona,,0
2019,Orense,3.0,0
2025,Guadalajara,,0
2019,Asturias,9.0,0
2022,Cádiz,5.0,0
2022,Santa Cruz de Tenerife,,0
2019,Álava,10.0,0
2020,León,5.0,0
2020,Cádiz,9.0,0
2024,Girona,2.0,0
2020,Huelva,2.0,0
2019,Ceuta,8.0,0
2022,Albacete,,0
2019,Lleida,2.0,0
2025,Asturias,5.0,0
2023,Toledo,1.0,0
2026,Asturias,3.0,0
2019,Cantabria,9.0,0
2023,Almería,,0
2024,Castellón,10.0,0
2021,Valencia,7.0,0
2023,Lugo,10.0,0
2021,Girona,3.0,0
2026,Cuenca,8.0,0
2024,Segovia,7.0,0
2021,Toledo,,0
2026,Cuenca,9.0,0
2021,Islas Baleares,9.0,0
2023,Badajoz,,0
2023,Burgos,7.0,0
2020,Santa Cruz de Tenerife,10.0,0
2024,Orense,1.0,0
2020,Asturias,8.0,0
2022,La Rioja,,0
2022,Melilla,5.0,0
2025,Cantabria,6.0,0
2023,Granada,5.0,0
2021,Ceuta,6.0,0
2025,Valencia,,0
2022,Zaragoza,10.0,0
2025,Cáceres,5.0,0
2021,La Coruña,10.0,0
2020,Almería,5.0,0
2021,Vizcaya,9.0,0
2020,Huesca,8.0,0
2021,Girona,7.0,0
2021,Lugo,10.0,0
2019,Cuenca,8.0,0
2025,Pontevedra,10.0,0
2022,Zamora,,0
2020,Santa Cruz de Tenerife,3.0,0
2024,Girona,1.0,0
2020,Teruel,5.0,0
2021,Girona,,0
2024,Ceuta,5.0,0
2019,Almería,,0
2026,Guadalajara,4.0,0
2025,Pontevedra,8.0,0
2021,Islas Baleares,6.0,0
2024,Melilla,8.0,0
2025,Teruel,,0
2023,Almería,1.0,0
2022,Toledo,9.0,0
2021,Alicante,7.0,0
2024,Burgos,7.0,0
2023,Zamora,8.0,0
2019,Cantabria,,0
2021,Lugo,1.0,0
2025,Córdoba,4.0,0
2022,Tarragona,5.0,0
2024,Álava,6.0,0
2024,Tarragona,2.0,0
2023,Lleida,,0
2025,Castellón,1.0,0
2026,Alicante,7.0,0
2025,Sevilla,6.0,0
2020,Islas Baleares,6.0,0
2020,Santa Cruz de Tenerife,,0
2023,Álava,,0
2023,Badajoz,5.0,0
2024,Santa Cruz de Tenerife,3.0,0
2025,Ciudad Real,,0
2019,Ceuta,4.0,0
2024,Jaén,5.0,0
2019,Cuenca,6.0,0
2025,Girona,7.0,0
2019,Zaragoza,3.0,0
2022,Valencia,,0
2019,Granada,2.0,0
2021,Lleida,2.0,0
2025,Palencia,8.0,0
2019,Santa Cruz de Tenerife,1.0,0
2020,Segovia,9.0,0
2021,Guadalajara,8.0,0
2024,Cuenca,7.0,0
2025,Alicante,4.0,0
2021,Madrid,2.0,0
2025,Huelva,2.0,0
2024,Albacete,6.0,0
2024,Las Palmas,2.0,0
2019,Soria,,0
2024,Lugo,10.0,0
2023,Castellón,5.0,0
2019,Cantabria,,0
2023,Granada,10.0,0
2021,Zaragoza,4.0,0
2019,Córdoba,,0
2020,Álava,6.0,0
2023,Cuenca,10.0,0
2019,Toledo,8.0,0
2020,Córdoba,5.0,0
2019,Teruel,7.0,0
2019,Murcia,5.0,0
2026,Álava,,0
2020,Burgos,,0
2024,Almería,2.0,0
2022,Guipúzcoa,7.0,0
2024,Salamanca,10.0,0
2020,Álava,9.0,0
2023,Vizcaya,4.0,0
2019,Huesca,5.0,0
2020,Barcelona,3.0,0
2022,Girona,6.0,0
2023,Cuenca,10.0,0
2020,Huelva,8.0,0
2019,Guipúzcoa,5.0,0
2023,Madrid,,0
2022,Palencia,,0
2020,Zamora,,0
2025,Valencia,2.0,0
2024,Cantabria,5.0,0
2025,Segovia,9.0,0
2025,Teruel,5.0,0
2025,Salamanca,6.0,0
2026,Soria,10.0,0
2019,Sevilla,8.0,0
2026,Lleida,2.0,0
2025,Jaén,,0
2024,Álava,2.0,0
2022,Cantabria,,0
2024,Ciudad Real,6.0,0
2022,Navarra,3.0,0
2019,Santa Cruz de Tenerife,,0
2019,Huelva,4.0,0
2024,Madrid,1.0,0
2024,Islas Baleares,7.0,0
2026,Albacete,8.0,0
2026,Zaragoza,,0
2025,Vizcaya,,0
2019,Cuenca,9.0,0
2024,Granada,,0
2019,Alicante,,0
2020,Girona,9.0,0
2022,Málaga,3.0,0
2020,Zaragoza,5.0,0
2022,Soria,10.0,0
2025,Cáceres,5.0,0
2020,Orense,7.0,0
2023,Córdoba,7.0,0
2025,Ceuta,7.0,0
2022,Córdoba,3.0,0
2021,León,4.0,0
2022,Cáceres,10.0,0
2024,Burgos,1.0,0
2023,Las Palmas,5.0,0
2023,Burgos,,0
2025,Tarragona,9.0,0
2023,Murcia,8.0,0
2020,Toledo,4.0,0
2021,Lugo,8.0,0
2023,Cantabria,4.0,0
2021,Huelva,1.0,0
2021,Huelva,,0
2019,Lleida,8.0,0
2024,Cantabria,3.0,0
2024,Badajoz,1.0,0
2023,Lleida,1.0,0
2025,Córdoba,,0
2026,Santa Cruz de Tenerife,6.0,0
2024,Melilla,9.0,0
2019,Cuenca,8.0,0
2022,Islas Baleares,8.0,0
2021,Soria,5.0,0
2022,Castellón,6.0,0
2022,Zamora,5.0,0
2025,Huelva,,0
2025,Burgos,6.0,0
2022,Alicante,5.0,0
2026,Badajoz,4.0,0
2023,Cuenca,2.0,0
2025,Sevilla,1.0,0
2022,Albacete,3.0,0
2020,Guipúzcoa,1.0,0
2024,Lleida,,0
2019,Cádiz,2.0,0
2019,León,6.0,0
2024,Ávila,9.0,0
2024,Sevilla,,0
2022,Guadalajara,7.0,0
2021,León,,0
2019,Islas Baleares,1.0,0
2020,Álava,3.0,0
2026,Burgos,7.0,0
2025,Salamanca,6.0,0
2023,Soria,4.0,0
2023,Segovia,5.0,0
2025,Madrid,10.0,0
2023,Vizcaya,8.0,0
2024,Huesca,,0
2022,Lugo,6.0,0
2024,Castellón,7.0,0
2021,Huelva,8.0,0
2021,Ceuta,9.0,0
2019,Islas Baleares,6.0,0
2022,Valencia,,0
2020,Navarra,5.0,0
2023,Guipúzcoa,1.0,0
2023,Palencia,,0
2022,Segovia,2.0,0
2019,Santa Cruz de Tenerife,2.0,0
2021,Lleida,10.0,0
2021,Valencia,9.0,0
2022,Córdoba,,0
2026,Guadalajara,10.0,0
2021,Granada,3.0,0
2019,Albacete,10.0,0
2023,Guadalajara,,0
2019,Guadalajara,6.0,0
2024,Cantabria,10.0,0
2022,Las Palmas,4.0,0
2024,Cáceres,5.0,0
2024,Soria,1.0,0
2022,Lleida,,0
2023,Asturias,1.0,0
2020,Islas Baleares,6.0,0
2025,Valencia,2.0,0
2020,Córdoba,8.0,0
2023,Zamora,7.0,0
2019,Palencia,,0
2024,León,4.0,0
2025,Teruel,,0
2025,Álava,2.0,0
2021,Madrid,3.0,0
2021,Almería,8.0,0
2024,Huesca,1.0,0
2026,Ciudad Real,5.0,0
2020,Lleida,10.0,0
2025,Orense,8.0,0
2024,Huelva,3.0,0
2021,Guipúzcoa,3.0,0
2019,Tarragona,10.0,0
2024,Cantabria,6.0,0
2020,Barcelona,3.0,0
2019,Murcia,4.0,0
2023,Lleida,10.0,0
2026,Ceuta,7.0,0
2024,Castellón,4.0,0
2021,Zaragoza,4.0,0
2026,Lleida,1.0,0
2021,Lleida,10.0,0
2021,Segovia,8.0,0
2025,Zamora,10.0,0
2022,Madrid,5.0,0
2022,Zaragoza,4.0,0
2021,Córdoba,5.0,0
2020,Murcia,9.0,0
2021,La Coruña,3.0,0
2026,Orense,7.0,0
2020,Pontevedra,4.0,0
2021,Girona,9.0,0
2022,Huesca,8.0,0
2024,Cantabria,6.0,0
2024,Toledo,1.0,0
2020,Santa Cruz de Tenerife,,0
2021,Huesca,10.0,0
2023,Toledo,7.0,0
2020,León,5.0,0
2020,La Coruña,1.0,0
2025,Guipúzcoa,3.0,0
2022,Huesca,6.0,0
2023,Alicante,8.0,0
2022,Toledo,7.0,0
2025,Lugo,2.0,0
2019,Santa Cruz de Tenerife,,0
2024,Ávila,5.0,0
2021,Huesca,,0
2023,Valladolid,,0
2021,Girona,2.0,0
2021,Girona,9.0,0
2023,Huesca,,0
2019,Castellón,,0
2019,Sevilla,,0
2021,Valencia,,0
2022,Ceuta,,0
2020,Almería,1.0,0
2025,Almería,,0
2022,Huesca,5.0,0
2019,Ceuta,1.0,0
2026,Teruel,7.0,0
2019,Lugo,7.0,0
2020,Toledo,3.0,0
2024,Palencia,,0
2023,Huesca,7.0,0
2022,Ciudad Real,6.0,0
2022,Lugo,9.0,0
2019,Girona,5.0,0
2019,Badajoz,4.0,0
2023,Granada,2.0,0
2022,Cantabria,10.0,0
2025,Teruel,8.0,0
2020,Madrid,9.0,0
2026,Córdoba,9.0,0
2019,Sevilla,10.0,0
2019,Castellón,8.0,0
2019,Alicante,8.0,0
2024,Alicante,9.0,0
2025,Lugo,7.0,0
2020,Palencia,9.0,0
2019,Jaén,2.0,0
2019,Salamanca,5.0,0
2022,Cáceres,2.0,0
2020,Zaragoza,9.0,0
2019,Ávila,9.0,0
2019,Huesca,,0
2020,Orense,6.0,0
2020,Guadalajara,3.0,0
2019,Huelva,6.0,0
2020,Asturias,7.0,0
2023,Pontevedra,,0
2024,Teruel,,0
2023,Guadalajara,,0
2024,Álava,3.0,0
2024,Málaga,,0
2022,Lleida,9.0,0
2020,Castellón,7.0,0
2020,Santa Cruz de Tenerife,5.0,0
2024,La Coruña,,0
2025,León,1.0,0
2025,Vizcaya,9.0,0
2024,Vizcaya,2.0,0
2021,Teruel,6.0,0
2022,Guipúzcoa,4.0,0
2021,Guipúzcoa,1.0,0
2020,Orense,,0
2021,Navarra,1.0,0
2019,Albacete,7.0,0
2026,Córdoba,3.0,0
2024,Toledo,,0
2020,Burgos,,0
2023,Burgos,4.0,0
2021,Pontevedra,2.0,0
2023,Alicante,7.0,0
2023,Ciudad Real,,0
2020,Sevilla,2.0,0
2024,Albacete,2.0,0
2025,Córdoba,9.0,0
2025,Huesca,4.0,0
2020,Teruel,2.0,0
2020,Lugo,,0
2025,Huesca,2.0,0
2025,Alicante,,0
2024,Cantabria,6.0,0
2019,Granada,5.0,0
2024,Zaragoza,,0
2025,Santa Cruz de Tenerife,9.0,0
2021,Valladolid,,0
2019,Santa Cruz de Tenerife,,0
2026,Asturias,,0
2020,Las Palmas,,0
2023,Zamora,2.0,0
2025,Cantabria,2.0,0
2024,Valencia,3.0,0
2025,Pontevedra,5.0,0
2023,Guadalajara,,0
2022,Asturias,,0
2021,Ciudad Real,1.0,0
2022,Badajoz,,0
2020,Sevilla,1.0,0
2025,Almería,8.0,0
2023,Zamora,,0
2021,Girona,8.0,0
2020,Valladolid,1.0,0
2022,Albacete,10.0,0
2025,Pontevedra,10.0,0
2019,Islas Baleares,2.0,0
2023,Pontevedra,,0
2025,Cantabria,8.0,0
2020,Huesca,7.0,0
2019,Santa Cruz de Tenerife,,0
2019,Burgos,,0
2019,Orense,,0
2020,Santa Cruz de Tenerife,3.0,0
2026,Badajoz,10.0,0
2024,Córdoba,8.0,0
2022,La Coruña,5.0,0
2022,Soria,10.0,0
2024,Navarra,7.0,0
2020,Zamora,2.0,0
2024,Cuenca,,0
2021,Palencia,1.0,0
2022,Cuenca,9.0,0
2025,Tarragona,5.0,0
2021,Girona,4.0,0
2023,Albacete,10.0,0
2020,Palencia,1.0,0
2020,Castellón,1.0,0
2023,Melilla,9.0,0
2026,Álava,,0
2022,Guadalajara,1.0,0
2025,Soria,4.0,0
2025,Vizcaya,10.0,0
2022,Castellón,10.0,0
2022,Soria,,0
2025,La Coruña,3.0,0
2019,Álava,,0
2024,Alicante,10.0,0
2026,Soria,4.0,0
2020,Navarra,,0
2021,Girona,,0
2019,Asturias,10.0,0
2019,Las Palmas,9.0,0
2020,Orense,9.0,0
2021,Asturias,2.0,0
2023,Albacete,8.0,0
2024,Toledo,8.0,0
2024,León,,0
2019,Álava,5.0,0
2025,Vizcaya,9.0,0
2026,Valencia,2.0,0
2019,Tarragona,,0
2019,Lugo,9.0,0
2023,Cádiz,4.0,0
2020,Valladolid,3.0,0
2019,Asturias,,0
2024,Girona,7.0,0
2024,Girona,1.0,0
2024,Córdoba,5.0,0
2025,Cuenca,,0
2025,Girona,8.0,0
2024,Zaragoza,2.0,0
2023,Huesca,5.0,0
2019,Valladolid,3.0,0
2024,Guipúzcoa,2.0,0
2019,Vizcaya,,0
2021,Pontevedra,4.0,0
2019,Soria,,0
2019,Badajoz,,0
2025,Segovia,10.0,0
2025,Segovia,8.0,0
2025,Huelva,10.0,0
2023,Badajoz,5.0,0
2020,Salamanca,7.0,0
2022,Huelva,6.0,0
2024,Zamora,8.0,0
2025,Girona,5.0,0
2025,Melilla,1.0,0
2025,Alicante,8.0,0
2022,Castellón,,0
2022,Palencia,3.0,0
2023,Córdoba,6.0,0
2024,Cáceres,,0
2019,Almería,5.0,0
2025,Salamanca,4.0,0
2022,Las Palmas,9.0,0
2020,La Rioja,5.0,0
2022,Zamora,3.0,0
2026,Barcelona,3.0,0
2025,Lugo,4.0,0
2026,Pontevedra,,0
2022,Madrid,8.0,0
2022,Lleida,8.0,0
2022,Navarra,5.0,0
2022,Santa Cruz de Tenerife,,0
2024,Orense,9.0,0
2020,Toledo,,0
2021,Navarra,7.0,0
2024,Ceuta,7.0,0
2022,La Rioja,7.0,0
2024,Toledo,10.0,0
2025,Sevilla,3.0,0
2023,Salamanca,6.0,0
2023,Granada,8.0,0
2024,Castellón,2.0,0
2022,Tarragona,,0
2021,Vizcaya,9.0,0
2024,Las Palmas,10.0,0
2023,Burgos,8.0,0
2023,Valencia,3.0,0
2023,Zaragoza,4.0,0
2022,Pontevedra,2.0,0
2024,La Coruña,10.0,0
2020,Teruel,5.0,0
2022,Navarra,,0
2019,Cuenca,10.0,0
2019,Salamanca,9.0,0
2022,Cuenca,8.0,0
2021,Islas Baleares,7.0,0
2019,Cuenca,1.0,0
2020,León,9.0,0
2025,Lleida,1.0,0
2023,Madrid,,0
2020,Castellón,7.0,0
2025,Girona,1.0,0
2023,Albacete,6.0,0
2020,Málaga,1.0,0
2024,Toledo,4.0,0
2026,Málaga,,0
2020,Huesca,2.0,0
2020,Madrid,9.0,0
2026,Navarra,9.0,0
2020,Zamora,2.0,0
2020,Cantabria,2.0,0
2024,Salamanca,,0
2024,Badajoz,10.0,0
2024,Cáceres,1.0,0
2021,Lleida,7.0,0
2019,Albacete,3.0,0
2022,Valencia,5.0,0
2023,Alicante,10.0,0
2026,Zamora,10.0,0
2022,Ávila,7.0,0
2024,Burgos,,0
2026,Alicante,2.0,0
2019,Huesca,10.0,0
2025,Palencia,,0
2019,Lugo,2.0,0
2023,Almería,7.0,0
2019,Melilla,,0
2020,Ceuta,,0
2025,Tarragona,4.0,0
2022,Guipúzcoa,9.0,0
2022,Valencia,2.0,0
2022,Lugo,,0
2019,Alicante,2.0,0
2025,Alicante,4.0,0
2023,Santa Cruz de Tenerife,,0
2019,Cantabria,6.0,0
2022,Lugo,8.0,0
2019,Burgos,5.0,0
2025,Sevilla,,0
2023,Zaragoza,10.0,0
2023,Pontevedra,6.0,0
2023,Lleida,2.0,0
2026,Guadalajara,8.0,0
2022,La Coruña,2.0,0
2019,Toledo,5.0,0
2020,Cádiz,7.0,0
2021,Toledo,4.0,0
2024,Cáceres,4.0,0
2022,Vizcaya,10.0,0
2021,Burgos,7.0,0
2021,Segovia,8.0,0
2022,Pontevedra,3.0,0
2021,Lleida,3.0,0
2022,Castellón,,0
2023,Santa Cruz de Tenerife,3.0,0
2025,Córdoba,7.0,0
2019,Islas Baleares,,0
2024,Castellón,,0
2022,Ceuta,10.0,0
2020,Soria,,0
2020,Huelva,7.0,0
2025,Palencia,10.0,0
2025,Barcelona,,0
2023,Guipúzcoa,7.0,0
2024,Lleida,,0
2023,Valencia,7.0,0
2019,Navarra,,0
2024,Murcia,9.0,0
2023,Huesca,10.0,0
2021,Lleida,1.0,0
2022,Lleida,8.0,0
2025,Segovia,8.0,0
2024,Granada,2.0,0
2024,Soria,7.0,0
2025,Valladolid,8.0,0
2026,Alicante,4.0,0
2023,Teruel,10.0,0
2025,Asturias,8.0,0
2020,Málaga,10.0,0
2022,Sevilla,10.0,0
2019,Vizcaya,1.0,0
2026,Vizcaya,6.0,0
2023,Orense,10.0,0
2026,Islas Baleares,6.0,0
2024,Santa Cruz de Tenerife,2.0,0
2022,Huesca,4.0,0
2024,Castellón,10.0,0
2023,Lleida,7.0,0
2021,Córdoba,,0
2021,Burgos,,0
2022,Madrid,9.0,0
2025,Santa Cruz de Tenerife,7.0,0
2021,Cantabria,,0
2020,Asturias,1.0,0
2022,Teruel,,0
2024,Badajoz,8.0,0
2024,Orense,8.0,0
2024,Santa Cruz de Tenerife,3.0,0
2021,Cuenca,8.0,0
2023,Huelva,6.0,0
2019,Cáceres,8.0,0
2026,Teruel,1.0,0
2020,Navarra,9.0,0
2019,Cuenca,,0
2023,Islas Baleares,3.0,0
2024,Ávila,6.0,0
2025,Burgos,7.0,0
2021,Granada,9.0,0
2024,Murcia,2.0,0
2022,Girona,8.0,0
2020,Álava,2.0,0
2022,Sevilla,5.0,0
2019,Toledo,10.0,0
2020,Teruel,5.0,0
2021,Navarra,3.0,0
2019,Córdoba,9.0,0
2025,Islas Baleares,5.0,0
2022,Murcia,2.0,0
2026,Ciudad Real,,0
2019,Salamanca,,0
2024,Las Palmas,1.0,0
2023,Soria,6.0,0
2020,Valencia,7.0,0
2020,Sevilla,10.0,0
2025,Salamanca,8.0,0
2025,Lugo,1.0,0
2021,Toledo,,0
2023,Navarra,10.0,0
2019,Almería,,0
2026,Murcia,5.0,0
2019,Ciudad Real,,0
2026,Santa Cruz de Tenerife,4.0,0
2021,Almería,8.0,0
2023,Girona,9.0,0
2023,Teruel,1.0,0
2023,Alicante,10.0,0
2022,León,5.0,0
2020,Toledo,7.0,0
2022,Albacete,3.0,0
2025,Murcia,2.0,0
2023,Huelva,3.0,0
2021,Orense,,0
2026,Zamora,9.0,0
2024,León,3.0,0
2021,Zamora,5.0,0
2019,Huelva,1.0,0
2026,Álava,,0
2026,Castellón,9.0,0
2021,Córdoba,,0
2021,Tarragona,,0
2026,Tarragona,6.0,0
2020,Asturias,,0
2023,Las Palmas,8.0,0
2020,Melilla,8.0,0
2024,Girona,2.0,0
2024,Cantabria,3.0,0
2024,Lugo,2.0,0
2019,Barcelona,3.0,0
2022,Girona,9.0,0
2019,Santa Cruz de Tenerife,9.0,0
2020,Lugo,3.0,0
2019,Huesca,9.0,0
2024,Santa Cruz de Tenerife,6.0,0
2025,Ceuta,2.0,0
2025,Girona,,0
2026,Toledo,1.0,0
2025,Córdoba,10.0,0
2025,Navarra,,0
2025,Navarra,2.0,0
2022,Sevilla,3.0,0
2025,Zaragoza,6.0,0
2023,Salamanca,,0
2023,Málaga,6.0,0
2019,Córdoba,7.0,0
2026,Ávila,10.0,0
2024,Madrid,5.0,0
2020,Pontevedra,5.0,0
2023,Cádiz,1.0,0
2025,Málaga,,0
2024,Ceuta,9.0,0
2024,Soria,2.0,0
2021,Madrid,,0
2025,Teruel,,0
2020,Albacete,,0
2019,Melilla,1.0,0
2026,Madrid,8.0,0
2023,Soria,9.0,0
2023,Sevilla,2.0,0
2019,La Coruña,1.0,0
2020,Guadalajara,2.0,0
2019,Islas Baleares,6.0,0
2023,Cantabria,3.0,0
2023,Girona,10.0,0
2021,Zaragoza,1.0,0
2023,Ávila,5.0,0
2019,Sevilla,10.0,0
2023,Islas Baleares,9.0,0
2021,Palencia,4.0,0
2019,Badajoz,8.0,0
2024,Orense,5.0,0
2022,Lugo,8.0,0
2020,Soria,9.0,0
2023,Lleida,10.0,0
2020,Toledo,1.0,0
2019,Cantabria,4.0,0
2024,Ávila,1.0,0
2023,Málaga,6.0,0
2019,Madrid,7.0,0
2021,Cuenca,8.0,0
2025,Santa Cruz de Tenerife,4.0,0
2020,Murcia,4.0,0
2019,Las Palmas,,0
2021,Zamora,8.0,0
2020,Málaga,6.0,0
2026,León,6.0,0
2024,Córdoba,6.0,0
2025,Sevilla,,0
2025,Ceuta,3.0,0
2025,Huelva,8.0,0
2019,Álava,5.0,0
2021,Badajoz,1.0,0
2023,Murcia,3.0,0
2019,Lleida,4.0,0
2020,Asturias,4.0,0
2022,Almería,2.0,0
2024,Almería,6.0,0
2025,Badajoz,8.0,0
2025,Madrid,1.0,0
2019,Teruel,8.0,0
2021,Granada,1.0,0
2019,Alicante,,0
2026,Toledo,6.0,0
2023,Las Palmas,7.0,0
2024,Huesca,10.0,0
2020,Sevilla,5.0,0
2022,Toledo,5.0,0
2022,Ávila,5.0,0
2022,Segovia,,0
2023,Orense,5.0,0
2023,Toledo,,0
2021,Valencia,,0
2024,Guipúzcoa,,0
2025,Álava,,0
2025,Girona,6.0,0
2024,Ciudad Real,8.0,0
2023,Santa Cruz de Tenerife,,0
2019,Islas Baleares,1.0,0
2019,Badajoz,6.0,0
2025,Las Palmas,3.0,0
2026,Málaga,10.0,0
2022,Valladolid,,0
2021,Girona,9.0,0
2022,Tarragona,10.0,0
2024,León,4.0,0
2025,Vizcaya,,0
2021,Santa Cruz de Tenerife,2.0,0
2021,Ceuta,10.0,0
2019,Huesca,6.0,0
2019,León,2.0,0
2019,Tarragona,1.0,0
2019,La Rioja,5.0,0
2024,Albacete,,0
2025,Cuenca,,0
2021,Vizcaya,8.0,0
2021,Granada,2.0,0
2026,Lugo,6.0,0
2020,Málaga,,0
2023,Zaragoza,7.0,0
2019,Zaragoza,5.0,0
2020,Lleida,2.0,0
2023,La Coruña,9.0,0
2024,Cáceres,5.0,0
2021,Cuenca,5.0,0
2022,Cádiz,4.0,0
2019,Toledo,1.0,0
2024,Segovia,9.0,0
2021,Tarragona,,0
2020,Lleida,2.0,0
2023,Guadalajara,3.0,0
2025,Jaén,2.0,0
2026,La Rioja,6.0,0
2021,Guipúzcoa,4.0,0
2019,Sevilla,4.0,0
2024,Las Palmas,6.0,0
2022,Teruel,,0
2019,Pontevedra,,0
2021,Barcelona,,0
2020,Burgos,7.0,0
2020,Cuenca,9.0,0
2019,Pontevedra,4.0,0
2023,Cáceres,2.0,0
2022,Zaragoza,4.0,0
2019,Las Palmas,4.0,0
2021,Segovia,1.0,0
2023,Córdoba,4.0,0
2023,Madrid,8.0,0
2024,Salamanca,9.0,0
2025,Córdoba,1.0,0
2023,Guipúzcoa,6.0,0
2022,Valladolid,10.0,0
2023,Badajoz,5.0,0
2020,Ceuta,,0
2021,Girona,2.0,0
2025,Las Palmas,8.0,0
2022,Valencia,9.0,0
2021,Zamora,5.0,0
2022,Guadalajara,4.0,0
2024,Guipúzcoa,8.0,0
2022,Almería,8.0,0
2022,Guipúzcoa,7.0,0
2020,Guipúzcoa,8.0,0
2025,Las Palmas,3.0,0
2019,Lleida,2.0,0
2021,Sevilla,7.0,0
2025,Córdoba,3.0,0
2023,Badajoz,6.0,0
2022,La Coruña,,0
2021,Almería,3.0,0
2023,Zamora,9.0,0
2020,Barcelona,6.0,0
2020,Santa Cruz de Tenerife,3.0,0
2021,La Rioja,10.0,0
2020,La Rioja,,0
2023,Ciudad Real,7.0,0
2025,Jaén,5.0,0
2021,Melilla,5.0,0
2024,Tarragona,,0
2020,Huelva,,0
2020,Guadalajara,2.0,0
2023,Santa Cruz de Tenerife,,0
2023,Ávila,4.0,0
2023,Las Palmas,1.0,0
2022,Álava,9.0,0
2026,Guipúzcoa,2.0,0
2024,León,9.0,0
2022,Zamora,10.0,0
2023,Soria,1.0,0
2023,Almería,3.0,0
2024,Tarragona,,0
2020,Soria,10.0,0
2026,Guadalajara,6.0,0
2025,La Coruña,9.0,0
2022,Girona,7.0,0
2020,Salamanca,2.0,0
2023,Guipúzcoa,,0
2022,Lleida,2.0,0
2026,Castellón,3.0,0
2023,Zamora,6.0,0
2019,Álava,4.0,0
2019,Córdoba,3.0,0
2019,Ciudad Real,1.0,0
2025,Jaén,2.0,0
2026,Alicante,9.0,0
2019,Zamora,,0
2022,Alicante,,0
2020,Jaén,8.0,0
2022,Melilla,,0
2024,Santa Cruz de Tenerife,9.0,0
2019,Huesca,10.0,0
2025,Madrid,,0
2025,Alicante,4.0,0
2024,Murcia,7.0,0
2019,Cuenca,,0
2024,Cádiz,4.0,0
2020,Almería,3.0,0
2023,Ceuta,10.0,0
2020,Lleida,,0
2024,Jaén,9.0,0
2020,Pontevedra,2.0,0
2024,Huelva,,0
2022,Palencia,,0
2019,Lugo,3.0,0
2025,Soria,,0
2023,Zaragoza,2.0,0
2026,Toledo,,0
2024,Sevilla,9.0,0
2022,Las Palmas,6.0,0
2023,Cantabria,3.0,0
2021,Ávila,1.0,0
2026,Vizcaya,8.0,0
2019,Santa Cruz de Tenerife,1.0,0
2026,Orense,,0
2020,Álava,10.0,0
2024,Cáceres,5.0,0
2020,Asturias,3.0,0
2024,Asturias,,0
2022,Melilla,4.0,0
2022,Ávila,6.0,0
2022,Cádiz,2.0,0
2023,Islas Baleares,7.0,0
2024,Huesca,6.0,0
2020,Palencia,,0
2022,Huelva,1.0,0
2025,Lleida,9.0,0
2022,Salamanca,10.0,0
2020,Castellón,2.0,0
2022,Melilla,9.0,0
2024,Córdoba,1.0,0
2023,Burgos,,0
2019,Cuenca,10.0,0
2026,Ciudad Real,7.0,0
2020,Toledo,8.0,0
2022,Melilla,6.0,0
2020,Valencia,3.0,0
2019,Zamora,6.0,0
